id,month_name,month,grade,enddate,pollster,samplesize,approve,influence,disapprove
1482,January,1,A,2021-01-24,Monmouth University,809,54,0,30
1483,January,1,B,2021-01-24,Morning Consult,15000,53,0,29
1484,January,1,B,2021-01-25,Morning Consult,15000,53,0,30
1485,January,1,B,2021-01-25,Morning Consult,2200,56,0,32
1486,January,1,B+,2021-01-26,YouGov,1500,51,0,33
1487,January,1,B,2021-01-26,Morning Consult,15000,53,0,30
1488,January,1,B,2021-01-26,Morning Consult,2200,58,0,32
1489,January,1,B,2021-01-27,Morning Consult,15000,54,0,31
1490,January,1,A,2021-01-27,Marist College,1313,49,0,35
1491,January,1,B,2021-01-28,Morning Consult,9211.5,55,0,31.5
1492,February,2,B+,2021-02-02,Gallup,906,57,0,37
1493,January,1,B,2021-01-28,Morning Consult,2200,56,0,33
1494,January,1,A+,2021-01-29,TIPP Insights,1261,53,0,29
1495,January,1,B,2021-01-29,Morning Consult,15000,54,0,32
1496,January,1,B,2021-01-30,Morning Consult,6466.666667,55.333333,0,33
1497,January,1,B,2021-01-31,Morning Consult,15000,54,0,33
1498,February,2,,2021-02-01,AP-NORC,1055,61,0,38
1499,February,2,A-,2021-02-01,Quinnipiac University,1075,49,0,36
1500,February,2,B,2021-02-01,Morning Consult,2200,57,0,33
1501,February,2,B,2021-02-01,Morning Consult,15000,54,0,33
1502,February,2,B,2021-02-02,Morning Consult,15000,54,0,33
1503,February,2,B+,2021-02-02,YouGov,1500,46,0,38
1504,February,2,B,2021-02-03,Morning Consult,15000,54,0,33
1505,February,2,B,2021-02-04,Morning Consult,15000,54,0,34
1506,February,2,A-,2021-02-03,Emerson College,1429,49,0,39
1507,February,2,B-,2021-02-03,Ipsos,1005,57.46,0,34.28
1508,February,2,B,2021-02-05,Morning Consult,15000,54,0,34
1509,February,2,B,2021-02-06,Morning Consult,15000,54,0,34
1510,February,2,B,2021-02-07,Morning Consult,15000,55,0,33
1511,February,2,B,2021-02-08,Morning Consult,15000,55,0,33
1512,February,2,B+,2021-02-08,YouGov,2508,61,0,39
1513,February,2,B+,2021-02-09,YouGov,1500,50,0,37
1514,February,2,B,2021-02-09,Morning Consult,15000,55,0,33
1515,February,2,B,2021-02-10,Morning Consult,15000,55,0,33
1516,February,2,B,2021-02-11,Morning Consult,15000,55,0,33
1517,February,2,B-,2021-02-10,Ipsos,1001,57.42,0,35.18
1518,February,2,B+,2021-02-18,Gallup,1021,56,0,40
1519,February,2,B,2021-02-12,Morning Consult,15000,55,0,33
1520,February,2,C/D,2021-02-14,Saint Leo University,1000,60.9,0,32.3
1521,February,2,B,2021-02-13,Morning Consult,15000,55,0,34
1522,February,2,B,2021-02-14,Morning Consult,15000,54,0,34
1523,February,2,A-,2021-02-14,Quinnipiac University,1056,50,0,38
1524,February,2,B,2021-02-15,Morning Consult,15000,54,0,34
1525,February,2,B,2021-02-15,Morning Consult,3300,56,0,34.5
1526,February,2,B+,2021-02-16,YouGov,1500,54,0,37
1527,February,2,B,2021-02-16,Morning Consult,15000,54,0,34
1528,February,2,B,2021-02-17,Morning Consult,15000,54,0,35
1529,February,2,B,2021-02-18,Morning Consult,15000,54,0,35
1530,February,2,B,2021-02-19,Morning Consult,15000,54,0,35
1531,February,2,B-,2021-02-18,Ipsos,1005,55.5,0,35.95
1532,February,2,B,2021-02-20,Morning Consult,15000,54,0,35
1533,February,2,C+,2021-02-20,American Research Group,1100,58,0,34
1534,February,2,B,2021-02-21,Morning Consult,15000,54,0,35
1535,February,2,B,2021-02-21,Morning Consult,2200,57,0,33
1536,February,2,B+,2021-02-22,YouGov,1500,51,0,36
1537,February,2,B,2021-02-22,Morning Consult,15000,54,0,35
1538,February,2,B+,2021-02-22,YouGov,1556,50,0,38
1539,February,2,B,2021-02-23,Morning Consult,15000,54,0,35
1540,February,2,B,2021-02-24,Morning Consult,15000,54,0,35
1541,February,2,A,2021-02-24,Marist College,1275,51,0,38
1542,February,2,B,2021-02-25,Morning Consult,15000,54,0,35
1543,February,2,B-,2021-02-25,Ipsos,1004,56.54,0,37.44
1544,February,2,B,2021-02-26,Morning Consult,15000,54,0,35
1545,February,2,B,2021-02-27,Morning Consult,15000,54,0,35
1546,February,2,A+,2021-02-27,TIPP Insights,1280,53,0,30
1547,March,3,A,2021-03-01,Monmouth University,802,51,0,42
1548,February,2,B/C,2021-02-28,Léger,1002,48,0,38
1549,March,3,,2021-03-01,AP-NORC,1434,60,0,40
1550,February,2,B,2021-02-28,Morning Consult,15000,54,0,35
1551,March,3,B,2021-03-01,Morning Consult,2200,56,0,37
1552,March,3,B,2021-03-03,Morning Consult,45000,54,0,36
1553,March,3,B,2021-03-01,Morning Consult,15000,54,0,35
1554,March,3,B,2021-03-02,Morning Consult,15000,54,0,36
1555,March,3,B+,2021-03-02,YouGov,1500,50,0,39
1556,March,3,B,2021-03-04,Morning Consult,45000,54,0,36
1557,March,3,B,2021-03-05,Morning Consult,45000,54,0,36
1558,March,3,B,2021-03-06,Morning Consult,45000,54,0,36
1559,March,3,B,2021-03-07,Morning Consult,45000,55,0,36
1560,March,3,B/C,2021-03-07,Pew Research Center,6011,54,0,42
1561,March,3,B-,2021-03-04,Ipsos,1005,57.86,0,34.53
1562,March,3,B,2021-03-08,Morning Consult,45000,55,0,36
1563,March,3,C,2021-03-08,SSRS,1009,51,0,41
1564,March,3,A,2021-03-08,Marist College,1227,49,0,42
1565,March,3,B,2021-03-08,Morning Consult,2201,58,0,34
1566,March,3,B,2021-03-09,Morning Consult,45000,55,0,36
1567,March,3,,2021-03-08,The Bullfinch Group,1200,56,0,36
1568,March,3,B,2021-03-10,Morning Consult,45000,55,0,36
1569,March,3,B+,2021-03-09,YouGov,1500,50,0,40
1570,March,3,B+,2021-03-15,Gallup,1010,54,0,42
1571,March,3,B,2021-03-11,Morning Consult,45000,55,0,36
1572,March,3,B,2021-03-12,Morning Consult,45000,55,0,36
1573,March,3,B,2021-03-13,Morning Consult,45000,56,0,35
1574,March,3,B+,2021-03-10,YouGov,1306,60,0,40
1575,March,3,B-,2021-03-11,Ipsos,1001,53.76,0,39.11
1576,March,3,B,2021-03-14,Morning Consult,45000,56,0,35
1577,March,3,B,2021-03-15,Morning Consult,45000,55,0,36
1578,March,3,B+,2021-03-13,YouGov,2382,62,0,38
1579,March,3,B,2021-03-16,Morning Consult,45000,56,0,35
1580,March,3,B,2021-03-17,Morning Consult,45000,56,0,35
1581,March,3,B+,2021-03-17,YouGov,1500,53,0,37
1582,March,3,B,2021-03-18,Morning Consult,45000,56,0,35
1583,March,3,B,2021-03-19,Morning Consult,45000,56,0,35
1584,March,3,B,2021-03-19,Morning Consult,2200,60,0,33
1585,March,3,B,2021-03-20,Morning Consult,45000,56,0,35
1586,March,3,B,2021-03-21,Morning Consult,45000,55,0,36
1587,March,3,B-,2021-03-18,Ipsos,1005,58.74,0,35.39
1588,March,3,B,2021-03-22,Morning Consult,45000,56,0,36
1589,March,3,C+,2021-03-20,American Research Group,1100,60,0,34
1590,March,3,B,2021-03-23,Morning Consult,45000,55,0,36
1591,March,3,B,2021-03-22,Morning Consult,2200,58.5,0,35
1592,March,3,B,2021-03-22,Morning Consult,2200,56,0,37
1593,March,3,B,2021-03-24,Morning Consult,45000,55,0,36
1594,March,3,B,2021-03-25,Morning Consult,45000,56,0,36
1595,March,3,B+,2021-03-23,YouGov,1500,50,0,41
1596,March,3,C,2021-03-26,SurveyMonkey,16336,56,0,42
1597,March,3,B,2021-03-26,Morning Consult,45000,55,0,36
1598,March,3,B,2021-03-27,Morning Consult,45000,55,0,36
1599,March,3,B+,2021-03-25,YouGov,1606,53,0,36
1600,March,3,A,2021-03-25,Marist College,1309,52,0,40
1601,March,3,B,2021-03-26,Morning Consult,2140,57,0,36.5
1602,March,3,B-,2021-03-25,Ipsos,1005,53.46,0,40.66
1603,March,3,B,2021-03-28,Morning Consult,45000,54,0,36
1604,March,3,B,2021-03-28,Morning Consult,2200,57,0,36
1605,March,3,B,2021-03-29,Morning Consult,45000,54,0,36
1606,March,3,B,2021-03-30,Morning Consult,45000,54,0,36
1607,March,3,B,2021-03-29,Morning Consult,2041,55,0,38
1608,March,3,,2021-03-29,AP-NORC,1166,61,0,38
1609,March,3,B,2021-03-31,Morning Consult,45000,54,0,36
1610,March,3,B+,2021-03-30,YouGov,1500,48,0,40
1611,April,4,B,2021-04-01,Morning Consult,45000,54,0,36
1612,April,4,B,2021-04-02,Morning Consult,45000,54,0,36
1613,April,4,B,2021-04-03,Morning Consult,45000,54,0,36
1614,April,4,B-,2021-04-01,Ipsos,1005,54,0,40.8
1615,April,4,B,2021-04-04,Morning Consult,45000,55,0,36
1616,April,4,B,2021-04-02,Morning Consult,2200,57,0,36
1617,April,4,A+,2021-04-03,TIPP Insights,1436,53,0,33
1618,April,4,B,2021-04-05,Morning Consult,45000,55,0,36
1619,April,4,B,2021-04-04,Morning Consult,2200,57,0,37
1620,April,4,B,2021-04-04,Morning Consult,2200,54,0,39
1621,April,4,B,2021-04-06,Morning Consult,45000,55,0,36
1622,April,4,B,2021-04-07,Morning Consult,45000,55,0,36
1623,April,4,B,2021-04-08,Morning Consult,45000,55,0,36
1624,April,4,B+,2021-04-06,YouGov,1500,49,0,41
1625,April,4,B,2021-04-09,Morning Consult,45000,55,0,36
1626,April,4,B+,2021-04-08,YouGov,1649,52,0,38
1627,April,4,B,2021-04-10,Morning Consult,45000,55,0,36
1628,April,4,B-,2021-04-08,Ipsos,1005,56.17,0,37.46
1629,April,4,B,2021-04-11,Morning Consult,45000,54,0,37
1630,April,4,B/C,2021-04-11,Pew Research Center,5109,59,0,39
1631,April,4,B,2021-04-12,Morning Consult,45000,55,0,36
1632,April,4,B,2021-04-13,Morning Consult,45000,55,0,36
1633,April,4,A-,2021-04-12,Quinnipiac University,1237,48,0,42
1634,April,4,B+,2021-04-11,Hart Research Associates/Public Opinion Strategies,802,47,0,41
1635,April,4,A,2021-04-12,Monmouth University,800,54,0,41
1636,April,4,A,2021-04-13,Marist College,1266,53,0,39
1637,April,4,B+,2021-04-21,Gallup,961,57,0,40
1638,April,4,B,2021-04-14,Morning Consult,45000,54,0,37
1639,April,4,B+,2021-04-13,YouGov,1500,49,0,42
1640,April,4,B,2021-04-15,Morning Consult,45000,54,0,37
1641,April,4,B,2021-04-16,Morning Consult,45000,55,0,37
1642,April,4,B-,2021-04-16,Ipsos,4423,55,0,40
1643,April,4,B,2021-04-17,Morning Consult,45000,54,0,37
1644,April,4,B-,2021-04-16,Ipsos,4423,55,0,40
1645,April,4,B,2021-04-18,Morning Consult,45000,54,0,37
1646,April,4,B-,2021-04-15,Ipsos,1005,54.35,0,37.56
1647,April,4,B,2021-04-19,Morning Consult,45000,54,0,38
1648,April,4,B,2021-04-20,Morning Consult,45000,53,0,38
1649,April,4,B,2021-04-19,Morning Consult,2200,58,0,35
1650,April,4,B,2021-04-21,Morning Consult,45000,54,0,37
1651,April,4,B,2021-04-19,Morning Consult,2200,57,0,36
1652,April,4,B+,2021-04-20,Hart Research Associates/Public Opinion Strategies,1000,53,0,39
1653,April,4,B+,2021-04-20,YouGov,1500,49,0,38
1654,April,4,B,2021-04-22,Morning Consult,45000,54,0,37
1655,April,4,C+,2021-04-20,American Research Group,1100,59,0,35
1656,April,4,A,2021-04-21,Marist College,1809,54,0,44
1657,April,4,A+,2021-04-21,ABC News/The Washington Post,1007,52.21,0,42.09
1658,April,4,B,2021-04-23,Morning Consult,45000,54,0,37
1659,April,4,B,2021-04-24,Morning Consult,45000,54,0,37
1660,April,4,B,2021-04-22,Morning Consult,2200,58,0,35
1661,April,4,B-,2021-04-22,Ipsos,1004,54.49,0,38.76
1662,April,4,B+,2021-04-23,YouGov,1000,51,0,44
1663,April,4,B,2021-04-25,Morning Consult,45000,54,0,36
1664,April,4,B+,2021-04-24,YouGov,2527,58,0,42
1665,April,4,B,2021-04-26,Morning Consult,45000,55,0,36
1666,April,4,B,2021-04-27,Morning Consult,22000,57,0,36
1667,April,4,B,2021-04-27,Morning Consult,45000,55,0,36
1668,April,4,B/C,2021-04-25,Léger,1003,51,0,39
1669,April,4,B-,2021-04-25,Research Co.,1000,53,0,42
1670,April,4,C,2021-04-26,SSRS,1004,53,0,43
1671,April,4,B,2021-04-28,Morning Consult,45000,55,0,36
1672,April,4,B+,2021-04-27,YouGov,1500,51,0,39
1673,April,4,B,2021-04-29,Morning Consult,45000,55,0,36
1674,April,4,B,2021-04-30,Morning Consult,45000,55,0,36
1675,April,4,B-,2021-04-28,Ipsos,1005,55.18,0,37.62
1676,May,5,B,2021-05-01,Morning Consult,45000,56,0,36
1677,April,4,B,2021-04-28,Morning Consult,2200,60,0,33
1678,April,4,B+,2021-04-29,YouGov,1558,54,0,37
1679,April,4,A+,2021-04-30,TIPP Insights,1300,51,0,32
1680,May,5,B,2021-05-02,Morning Consult,45000,56,0,36
1681,May,5,B,2021-05-03,Morning Consult,45000,56,0,36
1682,May,5,,2021-05-03,AP-NORC,1842,63,0,36
1683,May,5,B,2021-05-02,Morning Consult,2200,53,0,39
1684,May,5,B,2021-05-04,Morning Consult,45000,56,0,36
1685,May,5,B,2021-05-02,Morning Consult,2200,55,0,38
1686,May,5,B,2021-05-03,Morning Consult,2200,55,0,37
1687,May,5,B,2021-05-05,Morning Consult,45000,56,0,36
1688,May,5,B,2021-05-03,Morning Consult,2200,57,0,36
1689,May,5,B+,2021-05-04,YouGov,1500,48,0,42
1690,May,5,B,2021-05-06,Morning Consult,45000,56,0,36
1691,May,5,B,2021-05-07,Morning Consult,45000,56,0,36
1692,May,5,B,2021-05-08,Morning Consult,45000,55,0,36
1693,May,5,B,2021-05-06,Morning Consult,2200,56,0,38
1694,May,5,B-,2021-05-05,Ipsos,1005,54.92,0,38.02
1695,May,5,A,2021-05-07,Marist College,1249,53,0,41
1696,May,5,B,2021-05-09,Morning Consult,45000,55,0,36
1697,May,5,B,2021-05-10,Morning Consult,45000,55,0,37
1698,May,5,B,2021-05-11,Morning Consult,45000,55,0,37
1699,May,5,B,2021-05-09,Morning Consult,2200,55,0,39
1700,May,5,B,2021-05-09,Morning Consult,2200,55,0,39
1701,May,5,B/C,2021-05-09,Léger,1003,52,0,38
1702,May,5,B,2021-05-12,Morning Consult,45000,55,0,37
1703,May,5,B,2021-05-13,Morning Consult,45000,54,0,37
1704,May,5,B+,2021-05-11,YouGov,1500,51,0,39
1705,May,5,B,2021-05-14,Morning Consult,45000,54,0,37
1706,May,5,B+,2021-05-18,Gallup,1016,54,0,40
1707,May,5,B,2021-05-15,Morning Consult,45000,54,0,37
1708,May,5,B+,2021-05-13,YouGov,1561,49,0,40
1709,May,5,B-,2021-05-12,Ipsos,1005,55.91,0,38.48
1710,May,5,B,2021-05-16,Morning Consult,45000,54,0,37
1711,May,5,B,2021-05-17,Morning Consult,45000,54,0,37
1712,May,5,B,2021-05-15,Morning Consult,2200,56,0,38.5
1713,May,5,B,2021-05-18,Morning Consult,45000,54,0,38
1714,May,5,B,2021-05-16,Morning Consult,2200,56,0,36
1715,May,5,B,2021-05-19,Morning Consult,45000,54,0,38
1716,May,5,B,2021-05-17,Morning Consult,2200,56,0,38
1717,May,5,B+,2021-05-18,YouGov,1500,51,0,41
1718,May,5,B,2021-05-20,Morning Consult,45000,54,0,38
1719,May,5,B,2021-05-21,Morning Consult,45000,54,0,38
1720,May,5,B,2021-05-19,Morning Consult,2200,57,0,38
1721,May,5,C+,2021-05-20,American Research Group,1100,57,0,37
1722,May,5,B,2021-05-22,Morning Consult,45000,54,0,39
1723,May,5,B-,2021-05-20,Ipsos,1004,55.87,0,39.12
1724,May,5,B,2021-05-23,Morning Consult,45000,54,0,39
1725,May,5,A-,2021-05-24,Quinnipiac University,1316,49,0,41
1726,May,5,B,2021-05-22,Morning Consult,2200,56,0,38
1727,May,5,B,2021-05-24,Morning Consult,45000,54,0,39
1728,May,5,B,2021-05-25,Morning Consult,45000,54,0,38
1729,May,5,B/C,2021-05-23,Léger,1002,51,0,38
1730,May,5,B,2021-05-24,Morning Consult,2200,55,0,40
1731,May,5,B,2021-05-24,Morning Consult,2200,54,0,39
1732,May,5,B,2021-05-26,Morning Consult,45000,54,0,38
1733,May,5,B+,2021-05-25,YouGov,1500,52,0,39
1734,May,5,B,2021-05-27,Morning Consult,45000,54,0,38
1735,May,5,B,2021-05-28,Morning Consult,45000,54,0,38
1736,May,5,B+,2021-05-26,YouGov,1588,49,0,41
1737,May,5,B,2021-05-29,Morning Consult,45000,54,0,38
1738,May,5,B-,2021-05-27,Ipsos,1005,51.57,0,44.01
1739,May,5,A+,2021-05-28,TIPP Insights,1305,53,0,32
1740,May,5,B,2021-05-29,Morning Consult,2199,56,0,37
1741,May,5,B,2021-05-30,Morning Consult,45000,54,0,38
1742,May,5,B,2021-05-31,Morning Consult,45000,54,0,38
1743,June,6,B,2021-06-01,Morning Consult,45000,53,0,38
1744,June,6,B,2021-06-02,Morning Consult,45000,53,0,38
1745,June,6,B,2021-06-03,Morning Consult,45000,53,0,38
1746,June,6,B+,2021-06-01,YouGov,1500,50,0,40
1747,June,6,B,2021-06-04,Morning Consult,45000,53,0,39
1748,June,6,B,2021-06-05,Morning Consult,45000,53,0,39
1749,June,6,B,2021-06-06,Morning Consult,45000,53,0,39
1750,June,6,B-,2021-06-03,Ipsos,1005,53.57,0,42.33
1751,June,6,B,2021-06-07,Morning Consult,45000,53,0,39
1752,June,6,B,2021-06-08,Morning Consult,45000,52,0,39
1753,June,6,,2021-06-07,The Bullfinch Group,1200,54,0,41
1754,June,6,B/C,2021-06-06,Léger,1004,51,0,38
1755,June,6,B,2021-06-08,Morning Consult,2200,51,0,41
1756,June,6,B,2021-06-09,Morning Consult,45000,52,0,39
1757,June,6,B,2021-06-07,Morning Consult,2200,54,0,40
1758,June,6,B+,2021-06-08,YouGov,1500,50,0,40
1759,June,6,B,2021-06-10,Morning Consult,45000,52,0,39
1760,June,6,B,2021-06-11,Morning Consult,45000,53,0,39
1761,June,6,B,2021-06-12,Morning Consult,45000,53,0,39
1762,June,6,B,2021-06-13,Morning Consult,45000,53,0,39
1763,June,6,B-,2021-06-10,Ipsos,1004,54.95,0,40.26
1764,June,6,B+,2021-06-18,Gallup,1012,56,0,42
1765,June,6,B,2021-06-14,Morning Consult,45000,52,0,39
1766,June,6,B,2021-06-15,Morning Consult,45000,53,0,39
1767,June,6,,2021-06-14,AP-NORC,1125,55,0,44
1768,June,6,A,2021-06-14,Monmouth University,810,48,0,43
1769,June,6,C,2021-06-15,Momentive/SurveyMonkey,2309,53,0,42
1770,June,6,B,2021-06-16,Morning Consult,45000,53,0,39
1771,June,6,B+,2021-06-15,YouGov,1500,48,0,43
1772,June,6,B,2021-06-17,Morning Consult,45000,53,0,39
1773,June,6,B-,2021-06-17,Ipsos,4420,55,0,41
1774,June,6,B,2021-06-18,Morning Consult,45000,53,0,39
1775,June,6,B,2021-06-19,Morning Consult,45000,53,0,39
1776,June,6,B,2021-06-20,Morning Consult,45000,53,0,38
1777,June,6,B/C,2021-06-19,East Carolina University,1105,47.9,0,40.9
1778,June,6,B-,2021-06-17,Ipsos,1002,51.57,0,42.25
1779,June,6,B,2021-06-19,Morning Consult,2200,56,0,38
1780,June,6,B,2021-06-21,Morning Consult,45000,54,0,38
1781,June,6,B/C,2021-06-20,Léger,1001,49,0,40
1782,June,6,C+,2021-06-20,American Research Group,1100,52,0,43
1783,June,6,B,2021-06-22,Morning Consult,45000,54,0,39
1784,June,6,B,2021-06-23,Morning Consult,45000,53,0,39
1785,June,6,B+,2021-06-22,YouGov,1500,50,0,40
1786,June,6,B,2021-06-24,Morning Consult,45000,53,0,39
1787,June,6,B,2021-06-23,Morning Consult,2082,58,0,38
1788,June,6,B,2021-06-25,Morning Consult,45000,53,0,39
1789,June,6,B,2021-06-24,Morning Consult,2200,58,0,38
1790,June,6,B+,2021-06-24,YouGov,1592,50,0,43
1791,June,6,B,2021-06-26,Morning Consult,45000,53,0,39
1792,June,6,B,2021-06-27,Morning Consult,45000,53,0,39
1793,June,6,B-,2021-06-24,Ipsos,1005,52.6,0,40.23
1794,June,6,B,2021-06-28,Morning Consult,45000,53,0,39
1795,June,6,B,2021-06-29,Morning Consult,45000,53,0,39
1796,June,6,A,2021-06-29,Marist College,1115,50,0,43
1797,June,6,B,2021-06-30,Morning Consult,45000,53,0,39
1798,June,6,B+,2021-06-29,YouGov,1500,48,0,43
1799,July,7,B,2021-07-01,Morning Consult,45000,53,0,39
1800,June,6,A+,2021-06-30,ABC News/The Washington Post,907,50,0,42
1801,July,7,B,2021-07-02,Morning Consult,45000,52,0,39
1802,July,7,B,2021-07-03,Morning Consult,45000,52,0,39
1803,July,7,A+,2021-07-02,TIPP Insights,1424,50,0,37
1804,July,7,B-,2021-07-01,Ipsos,1004,51.5,0,41.95
1805,July,7,B,2021-07-04,Morning Consult,45000,52,0,39
1806,July,7,B,2021-07-05,Morning Consult,45000,52,0,39
1807,July,7,B,2021-07-06,Morning Consult,23596.5,54,0,38.5
1808,July,7,B/C,2021-07-04,Léger,1003,56,0,43
1809,July,7,B,2021-07-07,Morning Consult,45000,53,0,39
1810,July,7,B+,2021-07-06,YouGov,1500,51,0,40
1811,July,7,B,2021-07-08,Morning Consult,45000,53,0,39
1812,July,7,B,2021-07-09,Morning Consult,45000,53,0,39
1813,July,7,B,2021-07-10,Morning Consult,45000,52,0,39
1814,July,7,B-,2021-07-08,Ipsos,1004,52.1,0,43.13
1815,July,7,B,2021-07-11,Morning Consult,45000,52,0,39
1816,July,7,B,2021-07-12,Morning Consult,45000,52,0,39
1817,July,7,B,2021-07-13,Morning Consult,45000,52,0,39
1818,July,7,B,2021-07-13,Morning Consult,4398,54,0,39
1819,July,7,B,2021-07-14,Morning Consult,45000,52,0,39
1820,July,7,B,2021-07-15,Morning Consult,45000,52,0,39
1821,July,7,B+,2021-07-13,YouGov,1500,47,0,43
1822,July,7,B,2021-07-16,Morning Consult,45000,52,0,39
1823,July,7,B+,2021-07-15,YouGov,1715,50,0,42
1824,July,7,B+,2021-07-21,Gallup,1007,50,0,45
1825,July,7,B,2021-07-17,Morning Consult,45000,53,0,39
1826,July,7,B,2021-07-18,Morning Consult,45000,52,0,39
1827,July,7,B-,2021-07-15,Ipsos,1005,53.43,0,41.64
1828,July,7,B,2021-07-19,Morning Consult,30200.5,53.5,0,39.5
1829,July,7,B/C,2021-07-16,Sacred Heart University,1500,52.1,0,35.7
1830,July,7,B+,2021-07-17,YouGov,2238,58,0,42
1831,July,7,,2021-07-19,AP-NORC,1308,59,0,41
1832,July,7,B,2021-07-20,Morning Consult,45000,52,0,40
1833,July,7,B/C,2021-07-18,Léger,1001,54,0,45
1834,July,7,B,2021-07-18,Morning Consult,2199,53,0,41
1835,July,7,B,2021-07-21,Morning Consult,45000,52,0,40
1836,July,7,C+,2021-07-20,American Research Group,1100,53,0,43
1837,July,7,B+,2021-07-20,YouGov,1500,48,0,40
1838,July,7,B,2021-07-22,Morning Consult,45000,52,0,40
1839,July,7,B,2021-07-23,Morning Consult,45000,52,0,40
1840,July,7,A/B,2021-07-26,Marquette University Law School,1010,58,0,42
1841,July,7,B,2021-07-24,Morning Consult,45000,52,0,40
1842,July,7,B,2021-07-25,Morning Consult,45000,52,0,40
1843,July,7,B-,2021-07-22,Ipsos,1005,53.98,0,40.44
1844,July,7,B,2021-07-26,Morning Consult,45000,52,0,40
1845,July,7,B,2021-07-27,Morning Consult,45000,52,0,40
1846,July,7,A,2021-07-26,Monmouth University,804,48,0,44
1847,July,7,B,2021-07-25,Morning Consult,2201,54,0,40
1848,July,7,B,2021-07-28,Morning Consult,45000,52,0,40
1849,July,7,A,2021-07-29,Marist College,1132,49,0,44
1850,July,7,B,2021-07-26,Morning Consult,2200,53,0,41
1851,July,7,B+,2021-07-28,Hart Research Associates/Public Opinion Strategies,802,48,0,45
1852,July,7,B,2021-07-29,Morning Consult,45000,52,0,40
1853,July,7,B+,2021-07-27,YouGov,1500,46,0,44
1854,July,7,B,2021-07-30,Morning Consult,45000,52,0,40
1855,July,7,B,2021-07-31,Morning Consult,45000,51,0,40
1856,July,7,A+,2021-07-30,TIPP Insights,1322,52,0,34
1857,July,7,B-,2021-07-29,Ipsos,1005,53.83,0,42.1
1858,August,8,B,2021-08-01,Morning Consult,45000,51,0,40
1859,August,8,A-,2021-08-02,Quinnipiac University,1290,46,0,43
1860,August,8,B,2021-08-02,Morning Consult,45000,51,0,40
1861,August,8,B/C,2021-08-01,Léger,1001,53,0,45
1862,August,8,B,2021-08-03,Morning Consult,45000,51,0,41
1863,August,8,B,2021-08-02,Morning Consult,2200,53,0,41
1864,August,8,B,2021-08-01,Morning Consult,2200,55,0,39
1865,August,8,B,2021-08-02,Morning Consult,2200,53,0,42
1866,August,8,B+,2021-08-02,YouGov,1552,48,0,44
1867,August,8,B,2021-08-02,Morning Consult,2200,51,0,43
1868,August,8,B,2021-08-04,Morning Consult,45000,51,0,40
1869,August,8,B+,2021-08-03,YouGov,1500,49,0,43
1870,August,8,B,2021-08-05,Morning Consult,45000,51,0,40
1871,August,8,B,2021-08-06,Morning Consult,45000,51,0,40
1872,August,8,B,2021-08-07,Morning Consult,45000,51,0,41
1873,August,8,B-,2021-08-05,Ipsos,1004,50.14,0,42.69
1874,August,8,B,2021-08-08,Morning Consult,45000,50,0,41
1875,August,8,B,2021-08-09,Morning Consult,45000,51,0,41
1876,August,8,B,2021-08-10,Morning Consult,45000,51,0,41
1877,August,8,B,2021-08-11,Morning Consult,45000,51,0,40
1878,August,8,B,2021-08-09,Morning Consult,2200,53,0,41
1879,August,8,B,2021-08-12,Morning Consult,45000,51,0,40
1880,August,8,B+,2021-08-10,YouGov,1500,46,0,43
1881,August,8,B,2021-08-13,Morning Consult,45000,52,0,40
1882,August,8,B+,2021-08-17,Gallup,1006,49,0,48
1883,August,8,B,2021-08-13,Morning Consult,2200,56,0,40
1884,August,8,B,2021-08-14,Morning Consult,45000,52,0,40
1885,August,8,B,2021-08-15,Morning Consult,45000,52,0,40
1886,August,8,B-,2021-08-12,Ipsos,1002,51.26,0,43.04
1887,August,8,B,2021-08-16,Morning Consult,45000,52,0,40
1888,August,8,B,2021-08-15,Morning Consult,2200,55,0,41
1889,August,8,B,2021-08-16,Morning Consult,2200,54,0,41.5
1890,August,8,B-,2021-08-15,Ipsos,1198,53,0,41
1891,August,8,B/C,2021-08-15,Léger,1005,51,0,47
1892,August,8,B,2021-08-17,Morning Consult,45000,52,0,40
1893,August,8,,2021-08-16,AP-NORC,1729,54,0,46
1894,August,8,B,2021-08-16,Morning Consult,2200,54,0,40
1895,August,8,B,2021-08-18,Morning Consult,45000,51,0,41
1896,August,8,B-,2021-08-16,Ipsos,947,46,0,47
1897,August,8,B/C,2021-08-16,John Zogby Strategies/EMI Research Solutions,956,51.8,0,42.3
1898,August,8,B+,2021-08-17,Hart Research Associates/Public Opinion Strategies,1000,49,0,48
1899,August,8,B-,2021-08-19,Ipsos,4427,50,0,44
1900,August,8,B,2021-08-19,Morning Consult,45000,51,0,42
1901,August,8,B+,2021-08-17,YouGov,1500,44,0,44
1902,August,8,B+,2021-08-18,YouGov,1649,47,0,46
1903,August,8,B,2021-08-20,Morning Consult,45000,51,0,42
1904,August,8,C,2021-08-18,SurveyMonkey,1066,47,0,45
1905,August,8,B,2021-08-21,Morning Consult,45000,50,0,42
1906,August,8,B,2021-08-22,Morning Consult,45000,50,0,42
1907,August,8,B-,2021-08-19,Ipsos,1002,46.07,0,49.01
1908,August,8,B+,2021-08-20,YouGov,2142,50,0,50
1909,August,8,C+,2021-08-20,American Research Group,1100,49,0,46
1910,August,8,B,2021-08-23,Morning Consult,45000,50,0,43
1911,August,8,B,2021-08-22,Morning Consult,2201,51,0,45
